ticket_id,description,category,priority,created_date
INC0002230,Database query timeout on Oracle database,Database,Critical,2025-07-12
INC0000666,switch connectivity issue - access denied,Network,Medium,2025-07-12
INC0000202,monitor not detected by system,Hardware,Medium,2025-07-12
INC0000226,VPN very slow when connecting to switch,Network,High,2025-07-12
INC0002005,customer DB database backup very slow. Error: connection refused,Database,Low,2025-07-12
INC0002936,Cannot connect to DNS server. Getting timeout error,Network,Low,2025-07-12
INC0001885,Database connection pool exhausted for SQL Server,Database,Medium,2025-07-12
INC0003666,Unable to access firewall. Network timeout after 30 seconds,Network,Medium,2025-07-12
INC0002845,Cannot connect to customer DB database server. connection refused,Database,High,2025-07-12
INC0004606,VPN not working when connecting to VPN,Network,Medium,2025-07-12
INC0001999,system unresponsive. Error: 404,Security,Medium,2025-07-12
INC0001509,Unauthorized access attempt to Active Directory - security breach,Security,High,2025-07-12
INC0004839,Security alert: authentication failure on corporate email,Security,Medium,2025-07-12
INC0002275,Cannot connect to Oracle database server. 500 - URGENT,Database,Low,2025-07-12
INC0002500,Database connection pool exhausted for inventory DB,Database,High,2025-07-12
INC0003157,scanner not detected by system,Hardware,Low,2025-07-12
INC0003927,mouse hardware malfunction - making unusual noise,Hardware,High,2025-07-12
INC0001963,Software error in Adobe Reader: 500,Software,High,2025-07-12
INC0004431,VPN keeps failing when connecting to router,Network,High,2025-07-12
INC0001338,Slack software license unresponsive,Software,Critical,2025-07-12
INC0000230,Database corruption in customer DB table,Database,Low,2025-07-12
INC0003308,Cannot install Teams application. Error: connection refused,Software,Low,2025-07-12
INC0003170,Database corruption in SQL Server table,Database,Medium,2025-07-12
INC0000621,VPN very slow when connecting to VPN,Network,High,2025-07-12
INC0001350,SQL Server database backup unresponsive. Error: 404,Database,Medium,2025-07-12
INC0000669,Account locked for security system. Security breach detected,Security,Medium,2025-07-12
INC0003924,Security alert: certificate expired on corporate email,Security,Medium,2025-07-12
INC0000862,webcam is malfunctioning. hardware failure error: 404,Hardware,Medium,2025-07-12
INC0003959,Unauthorized access attempt to security system - security breach,Security,Medium,2025-07-12
INC0003832,printer is keeps failing. Hardware failure error: null pointer,Hardware,High,2025-07-12
INC0001878,Slack software performance is very slow,Software,Medium,2025-07-12
INC0003834,Cannot reset password for security system. Authentication access denied,Security,Medium,2025-07-12
INC0001935,Slow database query performance on MySQL,Database,High,2025-07-12
INC0003817,Physical issue with printer - not working,Hardware,Medium,2025-07-12
INC0002403,Software error in Slack: access denied (affecting multiple users),Software,Medium,2025-07-12
INC0002260,Slow database query performance on inventory DB,Database,Medium,2025-07-12
INC0001645,Database connection pool exhausted for MySQL,Database,Critical,2025-07-12
INC0001580,Database connection pool exhausted for reporting database,Database,High,2025-07-12
INC0002219,Permission denied accessing security system - security restriction,Security,High,2025-07-12
INC0000516,Cannot connect to switch. Getting null pointer error,Network,Medium,2025-07-12
INC0004482,mouse is malfunctioning. Hardware failure error: null pointer,Hardware,Low,2025-07-12
INC0000732,printer not detected by system,Hardware,Medium,2025-07-12
INC0000361,Cannot connect to proxy server. Getting connection refused error,Network,Medium,2025-07-12
INC0000622,laptop hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0000628,Slack software license not working,Software,Medium,2025-07-12
INC0001423,Teams software performance is malfunctioning - high priority,Software,High,2025-07-12
INC0001262,monitor is very slow. hardware failure error: 500,Hardware,Low,2025-07-12
INC0000200,Database corruption in customer DB table,Database,Low,2025-07-12
INC0002364,Security alert: breach detected on Active Directory,Security,Medium,2025-07-12
INC0003721,VPN unresponsive when connecting to firewall,Network,Medium,2025-07-12
INC0004583,Software error in Teams: timeout,Software,High,2025-07-12
INC0002094,Unauthorized access attempt to user account - security breach - high priority,Security,High,2025-07-12
INC0000588,Application Chrome browser malfunctioning after software update,Software,Medium,2025-07-12
INC0003208,Application Teams very slow after software update,Software,Medium,2025-07-12
INC0002332,laptop hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0003782,keyboard not detected by system - URGENT,Hardware,Medium,2025-07-12
INC0001322,Hardware device monitor showing 0x80004005,Hardware,Critical,2025-07-12
INC0000813,Outlook software crashes when loading data,Software,High,2025-07-12
INC0004516,Network outage affecting router,Network,Medium,2025-07-12
INC0000890,Database corruption in SQL Server table,Database,High,2025-07-12
INC0004841,Network outage affecting DNS server,Network,Critical,2025-07-12
INC0002480,Slow database query performance on inventory DB,Database,Medium,2025-07-12
INC0001147,Physical issue with keyboard - not working,Hardware,Medium,2025-07-12
INC0001850,Cannot connect to inventory DB database server. 0x80004005,Database,Medium,2025-07-12
INC0001632,Physical issue with laptop - very slow,Hardware,Medium,2025-07-12
INC0001287,monitor hardware malfunction - making unusual noise - high priority,Hardware,Medium,2025-07-12
INC0004095,Database query timeout on SQL Server database,Database,High,2025-07-12
INC0004917,Hardware device webcam showing 500,Hardware,Medium,2025-07-12
INC0003839,Cannot reset password for Active Directory. Authentication null pointer,Security,High,2025-07-12
INC0002812,monitor is very slow. Hardware failure error: 500,Hardware,Medium,2025-07-12
INC0003735,system malfunctioning. Error: 404,Database,Medium,2025-07-12
INC0004689,Permission denied accessing Active Directory - security restriction,Security,Low,2025-07-12
INC0004571,firewall connectivity issue - timeout,Network,High,2025-07-12
INC0002922,webcam is keeps failing. Hardware failure error: 0x80004005,Hardware,Critical,2025-07-12
INC0002049,Security alert: authentication failure on admin portal,Security,Medium,2025-07-12
INC0004525,Database connection pool exhausted for reporting database,Database,High,2025-07-12
INC0004467,server not working. Error: 500,Hardware,Low,2025-07-12
INC0004003,Application Zoom malfunctioning after software update,Software,Low,2025-07-12
INC0001408,Slack software crashes when exporting,Software,Medium,2025-07-12
INC0003238,Cannot install Zoom application. Error: 404,Software,Medium,2025-07-12
INC0000122,webcam not detected by system,Hardware,Critical,2025-07-12
INC0003134,Account locked for admin portal. Security authentication failure,Security,Medium,2025-07-12
INC0004400,database connection pool exhausted for mysql - URGENT,Database,Critical,2025-07-12
INC0000201,firewall connectivity issue - access denied,Network,Medium,2025-07-12
INC0001104,Security alert: certificate expired on user account,Security,High,2025-07-12
INC0002885,inventory DB database backup unresponsive. Error: null pointer,Database,Medium,2025-07-12
INC0004551,Cannot connect to router. Getting access denied error,Network,Critical,2025-07-12
INC0003461,system keeps failing. Error: 500,Network,Medium,2025-07-12
INC0000994,Security alert: policy violation on user account,Security,Low,2025-07-12
INC0002427,Hardware device keyboard showing connection refused,Hardware,Low,2025-07-12
INC0000768,Chrome browser software performance is not working,Software,Low,2025-07-12
INC0001699,Security alert: policy violation on Active Directory,Security,Low,2025-07-12
INC0002330,service unresponsive. error: access denied,Database,Medium,2025-07-12
INC0001300,service very slow. Error: connection refused,Database,Medium,2025-07-12
INC0000846,switch connectivity issue - 500,Network,Medium,2025-07-12
INC0004603,Cannot install Teams application. Error: null pointer,Software,Low,2025-07-12
INC0002064,Security vulnerability detected in admin portal,Security,Low,2025-07-12
INC0003325,Cannot connect to SQL Server database server. connection refused,Database,Medium,2025-07-12
INC0004584,system unresponsive. Error: 0x80004005. Please help,Security,Medium,2025-07-12
INC0004030,customer DB database backup very slow. Error: connection refused,Database,High,2025-07-12
INC0004690,Slow database query performance on MySQL,Database,Low,2025-07-12
INC0002993,Chrome browser software crashes when running reports,Software,Low,2025-07-12
INC0002044,Security vulnerability detected in Active Directory,Security,Medium,2025-07-12
INC0000373,Cannot install Slack application. Error: 404,Software,Low,2025-07-12
INC0002290,Database query timeout on inventory DB database,Database,Medium,2025-07-12
INC0003489,Account locked for corporate email. Security policy violation,Security,High,2025-07-12
INC0003160,Database corruption in customer DB table,Database,Medium,2025-07-12
INC0000355,Cannot connect to inventory DB database server. null pointer,Database,High,2025-07-12
INC0001985,Cannot connect to SQL Server database server. timeout,Database,Medium,2025-07-12
INC0003018,Application Teams keeps failing after software update,Software,High,2025-07-12
INC0000439,Cannot reset password for corporate email. Authentication 500,Security,Low,2025-07-12
INC0003038,service very slow. Error: access denied,Software,Low,2025-07-12
INC0002055,Slow database query performance on MySQL (affecting multiple users),Database,Critical,2025-07-12
INC0004403,Slack software crashes when loading data,Software,Low,2025-07-12
INC0002906,VPN not working when connecting to WiFi,Network,Low,2025-07-12
INC0002461,Unable to access VPN. Network timeout after 60 seconds,Network,Critical,2025-07-12
INC0004179,Security vulnerability detected in Active Directory,Security,Low,2025-07-12
INC0003904,Permission denied accessing Active Directory - security restriction - URGENT,Security,Medium,2025-07-12
INC0001736,VPN malfunctioning when connecting to firewall,Network,Medium,2025-07-12
INC0003120,reporting database database backup not working. Error: timeout - high priority,Database,Medium,2025-07-12
INC0000415,Database connection pool exhausted for reporting database - high priority,Database,Medium,2025-07-12
INC0000215,server not working. Error: 404 - URGENT,Database,Medium,2025-07-12
INC0000716,Unable to access DNS server. Network timeout after 120 seconds,Network,Medium,2025-07-12
INC0000216,Network connection to VPN is unresponsive,Network,Low,2025-07-12
INC0001797,webcam hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0003516,Unable to access DNS server. Network timeout after 30 seconds,Network,Medium,2025-07-12
INC0002141,Unable to access switch. Network timeout after 300 seconds,Network,Medium,2025-07-12
INC0000703,Microsoft Office software license not working,Software,High,2025-07-12
INC0003630,Database connection pool exhausted for inventory DB,Database,Critical,2025-07-12
INC0001227,Physical issue with laptop - very slow,Hardware,Medium,2025-07-12
INC0000290,Database query timeout on MySQL database,Database,Low,2025-07-12
INC0000490,Database corruption in SQL Server table - URGENT,Database,Critical,2025-07-12
INC0001882,laptop is very slow. Hardware failure error: 0x80004005,Hardware,High,2025-07-12
INC0004243,Zoom software performance is unresponsive,Software,Critical,2025-07-12
INC0004698,Software error in Chrome browser: connection refused - high priority,Software,Medium,2025-07-12
INC0001038,microsoft office software license very slow,Software,High,2025-07-12
INC0000629,account locked for corporate email. security policy violation,Security,High,2025-07-12
INC0000485,Database connection pool exhausted for reporting database,Database,High,2025-07-12
INC0003375,Database corruption in reporting database table,Database,High,2025-07-12
INC0002360,system malfunctioning. Error: 404,Database,High,2025-07-12
INC0002798,Software error in Teams: 0x80004005,Software,Medium,2025-07-12
INC0001120,MySQL database backup malfunctioning. Error: 0x80004005,Database,Medium,2025-07-12
INC0001970,Database connection pool exhausted for Oracle,Database,High,2025-07-12
INC0004040,service not working. Error: timeout,Database,Low,2025-07-12
INC0003098,cannot install chrome browser application. error: 500,Software,Medium,2025-07-12
INC0004500,SQL Server database backup unresponsive. Error: 404,Database,Medium,2025-07-12
INC0000505,Database connection pool exhausted for Oracle,Database,Critical,2025-07-12
INC0000113,Chrome browser software crashes when exporting,Software,Medium,2025-07-12
INC0003699,Permission denied accessing admin portal - security restriction,Security,Low,2025-07-12
INC0003249,Unauthorized access attempt to corporate email - security breach,Security,High,2025-07-12
INC0000700,Database corruption in reporting database table,Database,High,2025-07-12
INC0004343,Application Teams malfunctioning after software update - URGENT,Software,High,2025-07-12
INC0000592,webcam not detected by system,Hardware,Low,2025-07-12
INC0000901,Network connection to firewall is very slow,Network,Critical,2025-07-12
INC0001060,Cannot connect to customer DB database server. null pointer,Database,Medium,2025-07-12
INC0001160,Cannot connect to inventory DB database server. 500,Database,High,2025-07-12
INC0000852,Physical issue with scanner - unresponsive (affecting multiple users),Hardware,High,2025-07-12
INC0000736,VPN unresponsive when connecting to WiFi - high priority,Network,High,2025-07-12
INC0003703,Application Microsoft Office malfunctioning after software update,Software,Critical,2025-07-12
INC0004631,network outage affecting firewall - high priority,Network,Critical,2025-07-12
INC0003102,"Need replacement keyboard, current hardware keeps failing",Hardware,Low,2025-07-12
INC0002165,Slow database query performance on MySQL,Database,Low,2025-07-12
INC0001805,Oracle database backup very slow. Error: null pointer - URGENT,Database,Medium,2025-07-12
INC0004321,Cannot connect to VPN. Getting 0x80004005 error,Network,High,2025-07-12
INC0000369,permission denied accessing admin portal - security restriction,Security,High,2025-07-12
INC0000451,VPN very slow when connecting to proxy server,Network,Medium,2025-07-12
INC0002711,Network connection to DNS server is very slow,Network,High,2025-07-12
INC0000956,vpn malfunctioning when connecting to vpn,Network,High,2025-07-12
INC0001356,proxy server connectivity issue - 500,Network,Medium,2025-07-12
INC0002658,Application Zoom keeps failing after software update,Software,Medium,2025-07-12
INC0002033,Adobe Reader software license keeps failing,Software,Low,2025-07-12
INC0004425,server keeps failing. Error: null pointer,Database,Critical,2025-07-12
INC0002522,Physical issue with printer - unresponsive,Hardware,Low,2025-07-12
INC0004255,Cannot connect to SQL Server database server. connection refused,Database,Medium,2025-07-12
INC0003869,Unauthorized access attempt to security system - security breach,Security,Low,2025-07-12
INC0002502,system malfunctioning. Error: 0x80004005,Hardware,Low,2025-07-12
INC0000672,Hardware device printer showing 0x80004005,Hardware,High,2025-07-12
INC0001712,"Need replacement webcam, current hardware not working",Hardware,High,2025-07-12
INC0001886,Cannot connect to firewall. Getting access denied error,Network,Low,2025-07-12
INC0001308,Adobe Reader software license malfunctioning,Software,High,2025-07-12
INC0001945,Database corruption in reporting database table,Database,Low,2025-07-12
INC0001268,Software error in Chrome browser: timeout,Software,Low,2025-07-12
INC0004685,Slow database query performance on inventory DB,Database,Low,2025-07-12
INC0001954,Cannot reset password for corporate email. Authentication timeout,Security,Medium,2025-07-12
INC0004391,Unable to access firewall. Network timeout after 120 seconds,Network,Medium,2025-07-12
INC0004023,Application Outlook malfunctioning after software update,Software,High,2025-07-12
INC0003458,Zoom software performance is not working,Software,Medium,2025-07-12
INC0003929,Unauthorized access attempt to corporate email - security breach,Security,Medium,2025-07-12
INC0000807,monitor hardware malfunction - making unusual noise (affecting multiple users),Hardware,Medium,2025-07-12
INC0000995,customer DB database backup very slow. Error: timeout (affecting multiple users),Database,High,2025-07-12
INC0003302,Physical issue with scanner - unresponsive,Hardware,Low,2025-07-12
INC0004797,webcam not detected by system (affecting multiple users),Hardware,Low,2025-07-12
INC0001148,Adobe Reader software performance is keeps failing,Software,Low,2025-07-12
INC0003646,Unable to access firewall. Network timeout after 30 seconds,Network,High,2025-07-12
INC0002092,"Need replacement webcam, current hardware not working - high priority",Hardware,Medium,2025-07-12
INC0004021,Cannot connect to router. Getting 500 error,Network,High,2025-07-12
INC0002150,slow database query performance on mysql,Database,High,2025-07-12
INC0000482,Physical issue with scanner - keeps failing,Hardware,Medium,2025-07-12
INC0003186,Network outage affecting router,Network,High,2025-07-12
INC0000692,keyboard is malfunctioning. Hardware failure error: timeout,Hardware,Medium,2025-07-12
INC0002379,Account locked for security system. Security policy violation,Security,High,2025-07-12
INC0003081,Cannot connect to WiFi. Getting timeout error,Network,Low,2025-07-12
INC0002399,Security vulnerability detected in corporate email,Security,Low,2025-07-12
INC0004409,Security vulnerability detected in user account,Security,Medium,2025-07-12
INC0000042,"Need replacement webcam, current hardware malfunctioning",Hardware,Medium,2025-07-12
INC0000653,Cannot install Teams application. Error: timeout,Software,Low,2025-07-12
INC0000087,"Need replacement printer, current hardware unresponsive",Hardware,Medium,2025-07-12
INC0001274,Account locked for security system. Security authentication failure,Security,Medium,2025-07-12
INC0000701,Network outage affecting VPN,Network,High,2025-07-12
INC0001343,service very slow. Error: 404,Software,Low,2025-07-12
INC0002941,VPN unresponsive when connecting to switch,Network,Critical,2025-07-12
INC0002398,Cannot install Zoom application. Error: 0x80004005,Software,Medium,2025-07-12
INC0000043,Application Zoom malfunctioning after software update,Software,Critical,2025-07-12
INC0001539,Permission denied accessing security system - security restriction,Security,Medium,2025-07-12
INC0002957,keyboard hardware malfunction - making unusual noise,Hardware,High,2025-07-12
INC0004457,"Need replacement monitor, current hardware keeps failing",Hardware,Medium,2025-07-12
INC0001319,Security alert: breach detected on security system,Security,Medium,2025-07-12
INC0004999,Security vulnerability detected in Active Directory,Security,Low,2025-07-12
INC0000963,Microsoft Office software performance is keeps failing,Software,High,2025-07-12
INC0004900,inventory DB database backup not working. Error: connection refused,Database,High,2025-07-12
INC0001307,Physical issue with monitor - malfunctioning,Hardware,Medium,2025-07-12
INC0003113,Microsoft Office software performance is keeps failing,Software,High,2025-07-12
INC0003482,keyboard hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0000283,Outlook software performance is malfunctioning,Software,High,2025-07-12
INC0002560,service malfunctioning. Error: timeout. Please help,Database,Low,2025-07-12
INC0002006,Network connection to proxy server is not working,Network,High,2025-07-12
INC0002896,Unable to access switch. Network timeout after 30 seconds,Network,Critical,2025-07-12
INC0002789,Unauthorized access attempt to user account - security breach - high priority,Security,Low,2025-07-12
INC0000238,Cannot install Microsoft Office application. Error: null pointer,Software,High,2025-07-12
INC0003886,Network connection to DNS server is keeps failing,Network,Low,2025-07-12
INC0003681,VPN unresponsive when connecting to router,Network,Medium,2025-07-12
INC0000849,Account locked for security system. Security certificate expired,Security,Critical,2025-07-12
INC0003589,Account locked for Active Directory. Security certificate expired,Security,Medium,2025-07-12
INC0002124,Security alert: breach detected on admin portal,Security,Low,2025-07-12
INC0001214,Security alert: breach detected on admin portal,Security,High,2025-07-12
INC0002122,mouse is unresponsive. Hardware failure error: 500,Hardware,Medium,2025-07-12
INC0004530,MySQL database backup not working. Error: null pointer,Database,Medium,2025-07-12
INC0004880,Database query timeout on customer DB database,Database,Critical,2025-07-12
INC0004958,Slack software crashes when opening documents,Software,High,2025-07-12
INC0001939,Unauthorized access attempt to corporate email - security breach,Security,Medium,2025-07-12
INC0003791,Unable to access WiFi. Network timeout after 60 seconds,Network,Medium,2025-07-12
INC0001369,Account locked for security system. Security breach detected,Security,Medium,2025-07-12
INC0004836,firewall connectivity issue - timeout - URGENT,Network,Medium,2025-07-12
INC0001687,scanner is keeps failing. Hardware failure error: 404,Hardware,Medium,2025-07-12
INC0004434,service keeps failing. Error: access denied. Please help,Security,Low,2025-07-12
INC0001606,Network connection to router is keeps failing,Network,High,2025-07-12
INC0001452,scanner not detected by system,Hardware,Critical,2025-07-12
INC0004053,Application Outlook not working after software update - high priority,Software,Low,2025-07-12
INC0001936,Network outage affecting router,Network,Low,2025-07-12
INC0003759,Security vulnerability detected in Active Directory - URGENT,Security,High,2025-07-12
INC0003436,Cannot connect to WiFi. Getting timeout error,Network,Low,2025-07-12
INC0001675,Database query timeout on MySQL database - URGENT,Database,Low,2025-07-12
INC0003714,Security alert: policy violation on corporate email,Security,Medium,2025-07-12
INC0001151,Cannot connect to firewall. Getting 500 error,Network,Medium,2025-07-12
INC0003266,Network outage affecting WiFi - high priority,Network,Medium,2025-07-12
INC0003809,Permission denied accessing Active Directory - security restriction,Security,Low,2025-07-12
INC0004103,Zoom software performance is keeps failing,Software,Medium,2025-07-12
INC0004148,Microsoft Office software crashes when exporting,Software,Medium,2025-07-12
INC0000734,Permission denied accessing security system - security restriction,Security,High,2025-07-12
INC0003076,Network connection to DNS server is very slow,Network,Medium,2025-07-12
INC0001575,Slow database query performance on customer DB,Database,Low,2025-07-12
INC0004323,Adobe Reader software performance is unresponsive,Software,Medium,2025-07-12
INC0002261,Network connection to VPN is malfunctioning,Network,High,2025-07-12
INC0004230,Database corruption in SQL Server table,Database,Medium,2025-07-12
INC0000952,monitor hardware malfunction - making unusual noise - URGENT,Hardware,Medium,2025-07-12
INC0003712,Hardware device webcam showing 404,Hardware,Critical,2025-07-12
INC0002156,network connection to firewall is malfunctioning,Network,Critical,2025-07-12
INC0000909,Security vulnerability detected in corporate email,Security,Medium,2025-07-12
INC0002139,Account locked for Active Directory. Security authentication failure,Security,Medium,2025-07-12
INC0004286,router connectivity issue - 404 (affecting multiple users),Network,Low,2025-07-12
INC0000761,Network connection to switch is unresponsive,Network,Medium,2025-07-12
INC0004783,Cannot install Slack application. Error: 0x80004005,Software,Low,2025-07-12
INC0004828,Application Microsoft Office keeps failing after software update,Software,Medium,2025-07-12
INC0002345,Database corruption in customer DB table,Database,High,2025-07-12
INC0002869,Unauthorized access attempt to corporate email - security breach,Security,Medium,2025-07-12
INC0004527,"Need replacement webcam, current hardware unresponsive",Hardware,Low,2025-07-12
INC0004133,Software error in Chrome browser: timeout,Software,High,2025-07-12
INC0003122,"Need replacement laptop, current hardware very slow",Hardware,High,2025-07-12
INC0002665,Database query timeout on SQL Server database - high priority,Database,High,2025-07-12
INC0001346,system not working. Error: connection refused,Network,Medium,2025-07-12
INC0002035,MySQL database backup malfunctioning. Error: 404,Database,Medium,2025-07-12
INC0004671,cannot connect to vpn. getting 404 error,Network,Medium,2025-07-12
INC0001929,Cannot reset password for security system. Authentication 0x80004005,Security,Medium,2025-07-12
INC0003597,Hardware device keyboard showing 404,Hardware,Low,2025-07-12
INC0003616,router connectivity issue - 404,Network,Medium,2025-07-12
INC0001752,server unresponsive. Error: timeout,Hardware,Medium,2025-07-12
INC0000835,Database query timeout on inventory DB database - high priority,Database,High,2025-07-12
INC0003341,VPN very slow when connecting to DNS server - high priority,Network,Low,2025-07-12
INC0003628,Application Teams very slow after software update,Software,Critical,2025-07-12
INC0004749,Security alert: breach detected on user account,Security,Medium,2025-07-12
INC0002879,service keeps failing. Error: connection refused,Security,Medium,2025-07-12
INC0003003,Cannot install Teams application. Error: 500,Software,High,2025-07-12
INC0001611,Network outage affecting switch,Network,Low,2025-07-12
INC0001075,Slow database query performance on reporting database,Database,Low,2025-07-12
INC0001704,Unauthorized access attempt to user account - security breach,Security,Medium,2025-07-12
INC0001153,Application Slack keeps failing after software update,Software,Medium,2025-07-12
INC0004059,Cannot reset password for admin portal. Authentication access denied,Security,Medium,2025-07-12
INC0002583,service very slow. Error: 500,Software,High,2025-07-12
INC0002180,Cannot connect to MySQL database server. access denied - high priority,Database,Critical,2025-07-12
INC0002057,"Need replacement laptop, current hardware very slow - URGENT",Hardware,Medium,2025-07-12
INC0002989,Security alert: certificate expired on security system,Security,High,2025-07-12
INC0004155,Database connection pool exhausted for reporting database,Database,Medium,2025-07-12
INC0002038,Software error in Adobe Reader: timeout,Software,Low,2025-07-12
INC0004522,service very slow. Error: 404,Hardware,High,2025-07-12
INC0002800,Database connection pool exhausted for reporting database,Database,Low,2025-07-12
INC0004725,service keeps failing. Error: access denied,Database,Medium,2025-07-12
INC0001210,Slow database query performance on customer DB,Database,Low,2025-07-12
INC0004401,Network outage affecting firewall,Network,Medium,2025-07-12
INC0004922,hardware device laptop showing connection refused,Hardware,Low,2025-07-12
INC0004360,SQL Server database backup not working. Error: null pointer,Database,Medium,2025-07-12
INC0004577,webcam is very slow. Hardware failure error: access denied,Hardware,Medium,2025-07-12
INC0000263,Cannot install Chrome browser application. Error: 404,Software,Medium,2025-07-12
INC0002667,webcam is keeps failing. Hardware failure error: 404,Hardware,Low,2025-07-12
INC0001092,physical issue with mouse - unresponsive,Hardware,Critical,2025-07-12
INC0000129,Security alert: authentication failure on corporate email,Security,Medium,2025-07-12
INC0002539,server unresponsive. Error: 0x80004005,Security,Critical,2025-07-12
INC0002435,inventory DB database backup unresponsive. Error: null pointer,Database,Low,2025-07-12
INC0003682,laptop is unresponsive. Hardware failure error: 500,Hardware,Medium,2025-07-12
INC0001852,webcam hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0002310,Database connection pool exhausted for customer DB,Database,Medium,2025-07-12
INC0000448,cannot install teams application. error: access denied (affecting multiple users),Software,High,2025-07-12
INC0000345,Cannot connect to Oracle database server. 500,Database,Medium,2025-07-12
INC0001949,Permission denied accessing security system - security restriction,Security,Low,2025-07-12
INC0004196,Unable to access firewall. Network timeout after 300 seconds,Network,High,2025-07-12
INC0004712,Physical issue with mouse - not working,Hardware,Medium,2025-07-12
INC0002423,Outlook software crashes when loading data,Software,High,2025-07-12
INC0001254,server very slow. error: access denied,Security,Low,2025-07-12
INC0000834,service not working. Error: access denied,Security,Medium,2025-07-12
INC0003525,Slow database query performance on reporting database,Database,High,2025-07-12
INC0002924,Cannot reset password for user account. Authentication null pointer - URGENT,Security,Medium,2025-07-12
INC0004975,Database connection pool exhausted for reporting database,Database,High,2025-07-12
INC0004532,mouse hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0003962,mouse is very slow. Hardware failure error: 0x80004005,Hardware,High,2025-07-12
INC0000733,Slack software performance is keeps failing,Software,Critical,2025-07-12
INC0002369,Account locked for user account. Security breach detected,Security,Medium,2025-07-12
INC0002307,scanner not detected by system,Hardware,Critical,2025-07-12
INC0004779,Unauthorized access attempt to corporate email - security breach,Security,Low,2025-07-12
INC0002381,Cannot connect to router. Getting 404 error,Network,Medium,2025-07-12
INC0003022,printer not detected by system,Hardware,Medium,2025-07-12
INC0002793,Zoom software performance is unresponsive,Software,High,2025-07-12
INC0002249,Account locked for admin portal. Security policy violation,Security,Critical,2025-07-12
INC0004543,Outlook software license malfunctioning,Software,Low,2025-07-12
INC0000493,Zoom software license malfunctioning,Software,Medium,2025-07-12
INC0003117,physical issue with printer - malfunctioning,Hardware,Critical,2025-07-12
INC0001720,Cannot connect to customer DB database server. timeout,Database,High,2025-07-12
INC0001096,VPN unresponsive when connecting to WiFi,Network,High,2025-07-12
INC0000387,Physical issue with printer - very slow,Hardware,High,2025-07-12
INC0004278,Software error in Chrome browser: null pointer,Software,High,2025-07-12
INC0003972,webcam is unresponsive. Hardware failure error: 0x80004005 (affecting multiple users),Hardware,Medium,2025-07-12
INC0004443,Zoom software license not working,Software,Medium,2025-07-12
INC0003749,Security alert: authentication failure on user account - high priority,Security,Low,2025-07-12
INC0001090,Database corruption in Oracle table,Database,Low,2025-07-12
INC0003946,Network connection to switch is malfunctioning,Network,Medium,2025-07-12
INC0004357,Hardware device printer showing 0x80004005,Hardware,Medium,2025-07-12
INC0004283,Cannot install Chrome browser application. Error: null pointer,Software,Medium,2025-07-12
INC0002775,MySQL database backup very slow. Error: 500,Database,Medium,2025-07-12
INC0003409,Security vulnerability detected in corporate email,Security,Critical,2025-07-12
INC0003645,Database corruption in customer DB table,Database,Low,2025-07-12
INC0000379,Unauthorized access attempt to corporate email - security breach,Security,Low,2025-07-12
INC0000171,Cannot connect to VPN. Getting 500 error,Network,Low,2025-07-12
INC0000806,Cannot connect to firewall. Getting access denied error,Network,Low,2025-07-12
INC0001528,Cannot install Chrome browser application. Error: access denied,Software,Critical,2025-07-12
INC0001702,"Need replacement keyboard, current hardware not working",Hardware,High,2025-07-12
INC0000181,Network outage affecting proxy server,Network,Medium,2025-07-12
INC0000903,Software error in Zoom: 0x80004005,Software,Critical,2025-07-12
INC0004187,laptop is very slow. hardware failure error: timeout,Hardware,Medium,2025-07-12
INC0000072,laptop not detected by system,Hardware,High,2025-07-12
INC0004070,Slow database query performance on MySQL,Database,High,2025-07-12
INC0001433,Zoom software license unresponsive,Software,Low,2025-07-12
INC0002956,VPN malfunctioning when connecting to switch,Network,Medium,2025-07-12
INC0002716,Network outage affecting router,Network,Medium,2025-07-12
INC0004670,Database corruption in customer DB table (affecting multiple users),Database,Medium,2025-07-12
INC0001432,monitor hardware malfunction - making unusual noise,Hardware,Medium,2025-07-12
INC0002130,SQL Server database backup very slow. Error: 500,Database,High,2025-07-12
INC0003567,webcam hardware malfunction - making unusual noise,Hardware,Low,2025-07-12
INC0001242,webcam hardware malfunction - making unusual noise,Hardware,High,2025-07-12
INC0001958,Microsoft Office software license very slow - high priority,Software,Low,2025-07-12
INC0003642,Hardware device keyboard showing 404,Hardware,High,2025-07-12
INC0000141,VPN keeps failing when connecting to firewall,Network,Medium,2025-07-12
INC0004953,Teams software license very slow,Software,Medium,2025-07-12
INC0002145,Slow database query performance on inventory DB,Database,Low,2025-07-12
INC0003874,Security vulnerability detected in security system - high priority,Security,High,2025-07-12
INC0000091,WiFi connectivity issue - access denied,Network,Critical,2025-07-12
INC0001480,Database query timeout on Oracle database,Database,Low,2025-07-12
INC0004674,Permission denied accessing corporate email - security restriction,Security,Critical,2025-07-12
INC0003010,database query timeout on sql server database,Database,Medium,2025-07-12
INC0000475,Database connection pool exhausted for SQL Server (affecting multiple users),Database,Low,2025-07-12
